URL,OBJECTID,NAME,the_geom,lon,lat
http://web.mta.info/nyct/service/,341,Bay Pky,POINT,-73.98178,40.61
http://web.mta.info/nyct/service/,342,Ave I,POINT,-73.97607,40.63
http://web.mta.info/nyct/service/,343,Ave J,POINT,-73.96069,40.63
http://web.mta.info/nyct/service/,344,Ave H,POINT,-73.96152,40.63
http://web.mta.info/nyct/service/,345,Neck Rd,POINT,-73.95508,40.6
http://web.mta.info/nyct/service/,346,21st St - Queensbridge,POINT,-73.94194,40.75
http://web.mta.info/nyct/service/,347,50th St,POINT,-73.98598,40.76
http://web.mta.info/nyct/service/,348,7th Ave,POINT,-73.9817,40.76
http://web.mta.info/nyct/service/,349,47th-50th Sts - Rockefeller Ctr,POINT,-73.98133,40.76
http://web.mta.info/nyct/service/,350,57th St,POINT,-73.97737,40.76
http://web.mta.info/nyct/service/,351,Lexington Ave - 63rd St,POINT,-73.96609,40.76
http://web.mta.info/nyct/service/,352,Roosevelt Island - Main St,POINT,-73.95323,40.76
http://web.mta.info/nyct/service/,353,59th St - Columbus Circle,POINT,-73.98165,40.77
http://web.mta.info/nyct/service/,354,49th St,POINT,-73.98421,40.76
http://web.mta.info/nyct/service/,355,57th St,POINT,-73.98073,40.76
http://web.mta.info/nyct/service/,356,5th Ave - 59th St,POINT,-73.97335,40.76
http://web.mta.info/nyct/service/,357,Lexington Ave - 59th St,POINT,-73.96738,40.76
http://web.mta.info/nyct/service/,358,34th St - Penn Station,POINT,-73.99106,40.75
http://web.mta.info/nyct/service/,359,Times Sq - 42nd St,POINT,-73.9875,40.76
http://web.mta.info/nyct/service/,360,Fulton St,POINT,-74.00762,40.71
http://web.mta.info/nyct/service/,361,Chambers St,POINT,-74.00858,40.71
http://web.mta.info/nyct/service/,362,42nd St - Port Authority Bus Term,POINT,-73.98974,40.76
http://web.mta.info/nyct/service/,363,Myrtle-Willoughby Aves,POINT,-73.94907,40.69
http://web.mta.info/nyct/service/,364,Flushing Ave,POINT,-73.95023,40.7
http://web.mta.info/nyct/service/,365,23rd St,POINT,-73.99277,40.74
http://web.mta.info/nyct/service/,366,Herald Sq - 34th St,POINT,-73.98777,40.75
http://web.mta.info/nyct/service/,367,Hoyt - Schermerhorn Sts,POINT,-73.98504,40.69
http://web.mta.info/nyct/service/,368,Jay St - MetroTech,POINT,-73.98722,40.69
http://web.mta.info/nyct/service/,369,East Broadway,POINT,-73.99018,40.71
http://web.mta.info/nyct/service/,370,Delancey St - Essex St,POINT,-73.98808,40.72
http://web.mta.info/nyct/service/,371,Lower East Side - 2nd Ave,POINT,-73.98994,40.72
http://web.mta.info/nyct/service/,372,Flushing Ave,POINT,-73.94138,40.7
http://web.mta.info/nyct/service/,373,Myrtle Ave,POINT,-73.93562,40.7
http://web.mta.info/nyct/service/,374,4th Av - 9th St,POINT,-73.98978,40.67
http://web.mta.info/nyct/service/,375,Smith - 9th Sts,POINT,-73.99589,40.67
http://web.mta.info/nyct/service/,376,Bergen St,POINT,-73.99076,40.69
http://web.mta.info/nyct/service/,377,Jay St - MetroTech,POINT,-73.98606,40.69
http://web.mta.info/nyct/service/,378,Court St,POINT,-73.99182,40.69
http://web.mta.info/nyct/service/,379,Union Sq - 14th St,POINT,-73.99054,40.74
http://web.mta.info/nyct/service/,380,23rd St,POINT,-73.98934,40.74
http://web.mta.info/nyct/service/,381,Prospect Ave,POINT,-73.99287,40.67
http://web.mta.info/nyct/service/,382,4th Av - 9th St,POINT,-73.9883,40.67
http://web.mta.info/nyct/service/,383,3rd Ave,POINT,-73.98575,40.73
http://web.mta.info/nyct/service/,384,Union Sq - 14th St,POINT,-73.99067,40.73
http://web.mta.info/nyct/service/,385,Liberty Ave,POINT,-73.89655,40.67
http://web.mta.info/nyct/service/,386,Broadway Junction,POINT,-73.90532,40.68
http://web.mta.info/nyct/service/,387,59th St,POINT,-74.01788,40.64
http://web.mta.info/nyct/service/,388,45th St,POINT,-74.01001,40.65
http://web.mta.info/nyct/service/,389,36th St,POINT,-74.00355,40.66
http://web.mta.info/nyct/service/,390,9th Ave,POINT,-73.99445,40.65
http://web.mta.info/nyct/service/,391,53rd St,POINT,-74.01403,40.65
http://web.mta.info/nyct/service/,392,Ft Hamilton Pkwy,POINT,-73.9942,40.64
http://web.mta.info/nyct/service/,393,25th St,POINT,-73.99809,40.66
http://web.mta.info/nyct/service/,394,Carroll St,POINT,-73.99495,40.68
http://web.mta.info/nyct/service/,395,Spring St,POINT,-74.00374,40.73
http://web.mta.info/nyct/service/,396,181st St,POINT,-73.93797,40.85
http://web.mta.info/nyct/service/,397,190th St,POINT,-73.93418,40.86
http://web.mta.info/nyct/service/,398,116th St,POINT,-73.9548,40.81
http://web.mta.info/nyct/service/,399,125th St,POINT,-73.95225,40.81
http://web.mta.info/nyct/service/,400,Prince St,POINT,-73.9977,40.72
http://web.mta.info/nyct/service/,401,8th St - NYU,POINT,-73.99251,40.73
http://web.mta.info/nyct/service/,402,Fulton St,POINT,-74.00657,40.71
http://web.mta.info/nyct/service/,403,Park Pl,POINT,-74.00881,40.71
http://web.mta.info/nyct/service/,404,Chambers St,POINT,-74.00927,40.72
http://web.mta.info/nyct/service/,405,Hoyt St,POINT,-73.98506,40.69
http://web.mta.info/nyct/service/,406,Borough Hall,POINT,-73.99,40.69
http://web.mta.info/nyct/service/,407,183rd St,POINT,-73.90388,40.86
http://web.mta.info/nyct/service/,408,Fordham Rd,POINT,-73.90103,40.86
http://web.mta.info/nyct/service/,409,World Trade Center,POINT,-74.00974,40.71
http://web.mta.info/nyct/service/,410,Canal St - Holland Tunnel,POINT,-74.00523,40.72
http://web.mta.info/nyct/service/,411,155th St,POINT,-73.94151,40.83
http://web.mta.info/nyct/service/,412,163rd St - Amsterdam Av,POINT,-73.93989,40.84
http://web.mta.info/nyct/service/,413,Fulton St,POINT,-74.00794,40.71
http://web.mta.info/nyct/service/,414,Chambers St,POINT,-74.00341,40.71
http://web.mta.info/nyct/service/,415,Canal St,POINT,-73.99983,40.72
http://web.mta.info/nyct/service/,416,City Hall,POINT,-74.00699,40.71
http://web.mta.info/nyct/service/,417,Canal St,POINT,-74.00183,40.72
http://web.mta.info/nyct/service/,418,South Ferry,POINT,-74.01317,40.7
http://web.mta.info/nyct/service/,419,Bowling Green,POINT,-74.01401,40.7
http://web.mta.info/nyct/service/,420,Wall St,POINT,-74.01186,40.71
http://web.mta.info/nyct/service/,421,Whitehall St,POINT,-74.01301,40.7
http://web.mta.info/nyct/service/,422,Rector St,POINT,-74.01297,40.71
http://web.mta.info/nyct/service/,423,Fresh Pond Rd,POINT,-73.8959,40.71
http://web.mta.info/nyct/service/,424,Middle Village - Metropolitan Ave,POINT,-73.88958,40.71
http://web.mta.info/nyct/service/,425,Rector St,POINT,-74.01378,40.71
http://web.mta.info/nyct/service/,426,Cortlandt St,POINT,-74.01219,40.71
http://web.mta.info/nyct/service/,427,Fulton St,POINT,-74.00951,40.71
http://web.mta.info/nyct/service/,428,Broad St,POINT,-74.01106,40.71
http://web.mta.info/nyct/service/,429,Cortlandt St,POINT,-74.01113,40.71
http://web.mta.info/nyct/service/,430,Wall St,POINT,-74.0091,40.71
http://web.mta.info/nyct/service/,431,Dyckman St,POINT,-73.92727,40.87
http://web.mta.info/nyct/service/,432,Grand St,POINT,-73.99375,40.72
http://web.mta.info/nyct/service/,433,Broadway - Lafayette St,POINT,-73.9962,40.73
http://web.mta.info/nyct/service/,434,Bowery,POINT,-73.99381,40.72
http://web.mta.info/nyct/service/,435,Canal St,POINT,-74.00105,40.72
http://web.mta.info/nyct/service/,436,23rd St,POINT,-73.99804,40.75
http://web.mta.info/nyct/service/,437,34th St - Penn Station,POINT,-73.99339,40.75
http://web.mta.info/nyct/service/,438,Jackson Hts - Roosevelt Av,POINT,-73.8913,40.75
http://web.mta.info/nyct/service/,439,14th St,POINT,-74.0002,40.74
http://web.mta.info/nyct/service/,440,135th St,POINT,-73.94753,40.82
http://web.mta.info/nyct/service/,441,14th St,POINT,-73.99621,40.74
http://web.mta.info/nyct/service/,442,6th Ave,POINT,-73.99775,40.74
http://web.mta.info/nyct/service/,443,8th Ave,POINT,-74.00258,40.74
http://web.mta.info/nyct/service/,444,14th St,POINT,-74.00169,40.74
http://web.mta.info/nyct/service/,445,Nostrand Ave,POINT,-73.95043,40.67
http://web.mta.info/nyct/service/,446,Clark St,POINT,-73.99309,40.7
http://web.mta.info/nyct/service/,447,Franklin Ave,POINT,-73.95685,40.68
http://web.mta.info/nyct/service/,448,Clinton - Washington Aves,POINT,-73.96584,40.68
http://web.mta.info/nyct/service/,449,Forest Ave,POINT,-73.90308,40.7
http://web.mta.info/nyct/service/,450,110th St,POINT,-73.94425,40.8
http://web.mta.info/nyct/service/,451,86th St,POINT,-73.95559,40.78
http://web.mta.info/nyct/service/,452,York St,POINT,-73.98688,40.7
http://web.mta.info/nyct/service/,453,High St,POINT,-73.99053,40.7
http://web.mta.info/nyct/service/,454,Lafayette Ave,POINT,-73.97395,40.69
http://web.mta.info/nyct/service/,455,President St,POINT,-73.95059,40.67
http://web.mta.info/nyct/service/,456,Woodlawn,POINT,-73.87875,40.89
http://web.mta.info/nyct/service/,457,Bleecker St,POINT,-73.99466,40.73
http://web.mta.info/nyct/service/,458,103rd St,POINT,-73.94748,40.79
http://web.mta.info/nyct/service/,459,Euclid Ave,POINT,-73.87211,40.68
http://web.mta.info/nyct/service/,460,88th St,POINT,-73.85147,40.68
http://web.mta.info/nyct/service/,461,Cortelyou Rd,POINT,-73.96379,40.64
http://web.mta.info/nyct/service/,462,116th St,POINT,-73.94162,40.8
http://web.mta.info/nyct/service/,463,Parkchester,POINT,-73.86082,40.83
http://web.mta.info/nyct/service/,464,Franklin St,POINT,-74.00689,40.72
http://web.mta.info/nyct/service/,465,80th St,POINT,-73.85899,40.68
http://web.mta.info/nyct/service/,466,5th Ave - Bryant Pk,POINT,-73.98196,40.75
http://web.mta.info/nyct/service/,467,Spring St,POINT,-73.99714,40.72
http://web.mta.info/nyct/service/,468,125th St,POINT,-73.93759,40.8
http://web.mta.info/nyct/service/,469,Coney Island - Stillwell Av,POINT,-73.98124,40.58
http://web.mta.info/nyct/service/,470,34th St - Hudson Yards,POINT,-74.0022,40.76
http://web.mta.info/nyct/service/,641,72nd St,POINT,-73.95836,40.77
http://web.mta.info/nyct/service/,642,86th St,POINT,-73.95177,40.78
http://web.mta.info/nyct/service/,643,96th St,POINT,-73.94707,40.78
